%pc_wealth_adj,factor
217101,396
4149.371,36
208795.1,606
138552.5,2176
289416.8,906
4503.318,1802
262202.8,1448
174380.6,1903
817162.7,410
76735.05,528
75626.95,546
287833.1,340
113881.4,2605
97623.07,3049
139402.9,701
404754,2605
83734.96,1161
329977.4,500
109635,439
56941.54,41
121573.5,4632
104165.9,1968
104075.7,13490
70484.05,581
349458.4,7254
149143.5,2753
76525.08,410
223844,61
190581.5,576
137623.1,380
6619.479,33
33148.79,2171
120038.7,5064
257315,588
133941.2,1611
223928.7,1820
36128.49,1885
79511.57,1061
154222.1,954
68.02113,33
27151.56,540
80134.41,3449
57879.18,514
439887,373
259941.7,971
104607.5,433
596465.6,710
139835.6,716
116402.6,277
211546.5,752
220471,752
223253.9,1955
57726.18,237
223695.6,124
188954.8,366
94446.25,1047
81702.68,677
3859.987,22
237488.3,662
154207.3,9488
54584.83,13490
20105.89,179
107765.2,476
118154.3,749
415962.3,800
144682.3,697
54671.07,497
199954.8,906
168780.8,5396
73748.88,2895
169254.6,8344
-1404.23,333
0,334
122970.8,896
493844.6,2020
195647.9,1609
107410.6,773
177967.5,4072
365680.3,2671
172417.4,906
96653.34,919
39327.55,980
78926.34,4072
0,68
88660.23,778
532839.9,698
231916.8,862
149041,4681
25001.44,334
279290.4,2171
142588.8,1221
151522.2,1620
103609.5,54
59492.5,300
96107.34,1216
107645.8,569
165212.3,1031
47764.08,569
94444.78,769
106408.6,569
250132,569
68285.75,12
16813.61,569
100763.5,769
65634.97,516
187951.1,1660
618806.8,1276
443693.5,4046
221246.7,1859
125615.9,425
28023.27,244
147792.3,395
740535.1,1305
172082.7,337
269114.4,4046
64107.53,366
49504.59,800
132198.4,5127
152813.6,722
89211.65,3457
205058.3,875
4523.543,1047
202396.2,960
245372.7,769
169822.3,1183
653930,962
100762.1,534
531574.2,701
3384.078,1802
115048.7,1548
38447.1,57
89064.96,2685
386054.4,2372
113489,312
224308,433
50710.79,555
51402.43,2505
209528.9,3526
209753.5,2372
153652,2372
145941.1,956
73748.88,1303
111825.9,1746
316561,104
877943,2372
77830.79,1474
169857.4,2372
30237.16,320
16511.67,130
67677.77,1033
274640.5,1261
231858.5,1620
103287.4,141
196447.3,220
79332.05,1289
115986.1,1425
46311.07,275
105937.4,1515
147323.7,1820
431662.1,2607
642178.1,413
59975.43,2779
332886.1,57
324768.7,3773
99746.7,1789
118255.1,853
491491.4,1792
67780.39,1071
95799.95,757
203949.8,117
155712.5,2753
98352.12,1061
596627.1,1309
22757.36,296
33138.27,275
34190.66,50791
185986.3,2779
829542.8,1303
178477.3,1813
65802.75,526
165701.1,1981
316932.3,1427
713535.6,2190
101217.9,2439
146687.8,5732
281940.5,1357
869013.3,970
87086.02,3611
96213.11,699
492043.7,783
100148.3,2781
79229.48,6469
116053.4,526
140666.7,1507
54626.71,1050
28126,275
70807.61,320
456220.2,4071
223253.9,1194
230291.1,110
163503.5,3086
368960.3,1334
148240.6,557
107620.1,844
186210,3990
69958.45,1364
77677.02,1919
113438.5,1776
34527.95,1071
138911.3,1364
189387,1364
17915.9,775
94902.57,4370
80911.97,1454
185483.7,1364
375150,5064
8191.594,130
56941.54,1877
89788.23,72
245372.8,164
85439.7,2171
82192.23,6226
123858,686
494112.7,1364
251960,373
43570.19,1047
98010.19,1410
347938,1286
156036.8,1847
62360.96,980
245698.7,2372
172447.9,956
71887.75,8340
237351.5,1351
34622.1,275
585430.2,6173
210813.1,1221
170358.5,944
466725.9,1407
660935.1,1161
183133.8,972
88451.03,4018
57444.89,1149
351134.1,804
68282.18,1918
322330.8,2138
145434.2,655
245025.5,9253
135985.9,900
109356.4,588
178047.5,127
75029.98,698
209053.3,2171
213010.2,207
56543.06,141
176007.4,740
154116.1,366
181452.4,271
102572,707
109124.1,622
128880.8,1401
43173.74,10932
149109.7,1050
51985.73,1876
763162.9,994
112952.1,318
282183.8,1876
143298.1,10932
361131.1,6651
241376.9,871
202882.1,1609
180196.8,9498
138580.5,2171
157982.8,6173
95946.13,1105
92966.14,3457
86300.76,102
93254.63,724
225366.9,2397
120199.5,1069
264318.4,7772
41028.79,5396
247249,17079
402059.5,275
553903.7,1304
399925.6,839
124076.7,4563
37923.82,13490
225742.9,2331
21629.92,83
301753,750
116932.8,1071
95720.1,889
132612.2,2307
59771.88,7149
86117.32,5108
25643,83
140597.9,304
208378.3,244
453442.1,599
89392.95,724
156963.1,339
594105.1,1789
96685.4,54
270870.6,57
112418.3,1544
215236.3,188
66757.76,2181
12407.33,575
101832.9,1779
152698.7,10275
106897.6,657
228269.3,1376
115723.9,896
230360.2,4859
122140.9,707
118693.6,409
144719.1,700
95332.53,1061
154633.9,500
55461.76,1061
86146.02,1061
382453,176
144729.9,2822
87806.43,1384
177544.3,1384
315693.7,980
80296.42,1384
225677.9,570
41664.84,1083
68642.94,1369
171491.7,2138
105005.8,652
283013,208
182919.1,1726
5656.071,33
201390.3,605
109944.5,127
88850.99,2495
194724.2,1162
123990.4,1982
263200.6,54
21651.55,237
40498.27,54
225224.8,728
147363.1,3805
108413.5,1400
253018.3,3526
58529.03,54
515821.1,252
10373.78,54
288203.8,192
113592.9,732
111382.6,244
212668,433
16607.84,343
36123.05,1820
170918.3,3457
137149.8,2345
216090,710
129004.8,1681
20030.49,33
116474.6,455
35305.76,2307
158758.5,5277
454523,633
146309.6,1289
321192.5,688
113649.6,1480
318011.3,2114
247986.5,3471
147862.5,445
180201.5,529
60052.04,1109
143775.5,7254
110040.6,1034
855924.3,479
52718.54,888
163577.5,1806
362682.3,920
127706.5,2837
273813.8,1927
295022.4,554
630049.3,650
213465.5,3884
105271,1539
53208.64,996
204755.3,1333
25157.91,6599
164399.3,526
4523.543,1047
258009.7,366
124021.2,474
153757.9,1062
159325.1,1918
150745.3,462
200608.6,1601
248783.3,143
197541.8,1417
108849.4,5108
245074.4,528
305208,7254
140861.3,436
692145.3,6800
3041.575,22
99093.77,1548
458041,1263
391108.7,348
934721.8,436
228621.4,962
208193.4,348
115205.7,348
51285.99,6228
505953.1,6676
568208,738
97946.53,2307
61684.07,1564
159813.2,143
149345.5,1712
177916.7,188
87666.1,1502
151476,442
187281.4,479
824808.7,1045
183902.8,1491
100555.8,232
317470.7,905
449511.3,973
157472.6,436
87983.99,5108
86041.36,2063
175623.4,6228
66236.65,652
224542.2,436
30304.44,271
232641.9,3526
85019.91,1648
158111.9,1986
122827.8,1157
445872.5,1386
124885.8,5568
80672.14,6599
46626.95,208
205981.1,4018
106417.7,436
26380.69,389
421079.2,1021
555166.1,143
227261,1050
258224.5,608
90525.06,479
79324.7,593
33687.07,775
141667.2,348
72704.96,3611
43990.36,102
309845.7,160
313345.8,436
96283.15,599
165216.5,915
254468.2,1386
184880.7,413
231060,919
144053.1,884
166542.3,3457
161433.1,255
129695.7,4373
41228.03,567
202744.3,1286
466619.4,486
216606.8,1109
191574.5,1338
183653.2,1305
154455.1,339
86220.61,1802
114587.4,737
160127.3,1491
241114,472
23335.24,389
63828.11,2807
4720.986,22
152603.1,737
15542.32,775
128017.4,320
241254.2,1877
35355.72,567
119731.5,947
169181.4,2781
288416.2,1096
243810.2,807
84877.69,1400
425060.9,1003
69048.37,3609
149512.5,1796
20575.48,12
267108.8,1522
251719.7,738
255807.9,474
102482.1,6228
171778.6,655
615027.1,701
18879.95,2801
106101,3049
84537.27,777
315118,523
228469.1,1149
117684.7,1981
183754.5,228
31672.31,6800
70245.14,2871
99611.33,9794
46725.25,621
274183.9,349
51285.99,1436
112235.3,7149
189689.6,2217
385889.5,2272
122948.6,959
126328.8,2224
278295.7,533
67086.77,323
172697,7254
6910.68,334
151549.8,1003
108.8338,33
552297.3,4071
103667.7,2607
67964.11,759
37834.59,285
106845.9,165
122739.9,1765
34864.65,389
81686.16,12
73465.67,2785
245255.2,179
78705.88,354
103855.1,716
148996.3,148
69501.63,1096
312742.3,801
120474.2,1620
183775.8,1061
881984.2,1851
81734.98,498
154621.3,773
187254.9,1467
47538.65,528
301524.4,1620
308198,404
294693.9,110
13616.85,2728
175917.5,820
329930.2,1314
127488.4,3086
178528.1,1663
137930.5,6228
113426.4,166
179230.5,392
132893.5,955
104961.8,1680
230611.9,761
172351.3,677
106345.5,5929
73597.31,731
149384,546
123745,143
119738.2,3009
689365.3,4071
58046.55,1802
15006,1061
100179.6,1314
118487.1,769
24113.52,333
145503.3,651
52966.59,631
180248.9,682
112912.2,455
171839.8,1078
134520,1355
60480.62,1279
67756.75,2176
116952.2,1289
171280.2,2367
151372.9,1620
45382.23,1260
140734,1356
142982.7,1417
276699.6,141
115235.2,83
101614.9,366
432647.5,593
183428.8,5396
10329.21,237
249676.8,3940
198798.7,1096
86151.87,1789
173550.1,4037
469848.8,655
124851.5,1350
123938,1545
343880.6,576
210594.9,385
354647,1004
90720.93,696
134809.8,516
212277.9,733
168698.2,897
253796.1,583
231629.5,738
268383.9,348
460549.6,1243
124920.9,4064
65013.51,560
309942.2,798
72576.74,3086
32935.73,275
181441.9,1417
78450.17,1253
108427.5,674
127532,603
316208.5,766
86003.23,366
127685.8,455
87856.88,3086
398200.1,9950
610416,521
77067.04,1491
42328.51,1780
103920.3,528
174289,528
125854.1,2171
208710,2785
168711.7,7772
100736.2,1929
136863.1,3471
47977.6,1776
114225.8,940
98010.19,1609
149124.8,9717
417108.8,577
606199.4,962
159592.5,1313
210185.9,1454
165007.5,3940
74114.89,2829
59299.54,694
122589.4,897
255562.5,1789
669942.6,634
250340,1789
77640.35,462
125585.7,859
10373.54,445
86784.88,1522
245206.2,1967
196429,3077
158586.9,1063
118487.1,973
216363.1,5063
312348.1,188
234948.7,1357
456956.1,1301
106701.7,1384
290398.1,1157
70037.37,1065
221839.3,1802
125864.1,1206
775437.1,2535
56941.54,275
726639.4,1209
81060.17,366
157982.8,172
325456.2,7969
145376.9,962
120893.4,907
447561.4,1161
175807.8,1859
5804.324,13490
63075.71,275
214230.6,934
69220.44,2171
119037.5,977
207386.4,754
110623.3,1789
306064.1,948
377410,1266
496734.5,3049
165147.9,1820
72800.36,2846
66752.62,497
211977.4,2324
194663.6,635
209255.3,2135
177368.2,354
41621.91,296
159611.5,2495
139499.3,410
245011.9,1045
104761.8,5929
45662.92,1384
61033.66,2395
94902.57,271
169115.8,110
7916.201,154
306964.7,181
60789.74,275
432307.9,6173
90720.93,1143
305506,410
72682.84,1125
58353.32,13490
109032.9,1662
308303.1,252
153707.7,343
184232.3,1789
211196.7,1221
83519.48,381
154794.6,1453
90410.09,2192
151215.3,2400
134314.9,1304
97965.23,682
85169.4,1786
256800.9,451
48098.12,3409
65166.79,241
78277.68,263
142587.9,56
67535.3,575
134206.4,1429
36185.57,3187
57944.38,2307
123422.5,652
369635.8,2272
72322.77,571
166094,712
156123.6,3152
87213.94,515
67392.86,3449
64032.33,1061
72800.36,1452
136322,1314
513878.3,2397
89783.93,4037
66745.04,13490
274859.7,1539
361469.2,1101
47898.71,1348
135321.7,998
58979.18,6058
316866.1,7402
335355.6,1378
157715.5,244
78562.27,5568
158104.3,366
299927.9,1125
184755.5,1662
340870,2192
105922.9,1452
85289.12,395
184163.3,2274
86389.73,4370
210851.3,1068
44341.24,884
130513.8,332
36588.03,2181
83077.8,962
172189,2822
92708.35,2464
286830.7,1378
46240.5,1253
125269.1,925
125630.9,635
154439.8,886
103018.1,723
65896.45,1296
136863.1,271
106188.1,1071
325046.9,500
40415.66,318
98444.42,514
15832.4,323
658645.2,5108
60201.24,575
214779.1,1730
81838.05,2481
134565.8,2176
108982.8,1620
30764.82,164
678273.1,486
92137.05,253
189912,486
206476.9,348
323816.5,54
270541.6,1918
270541.6,232
528102.2,142
26902.68,296
143366.8,2781
50608.94,630
9006.637,33
364565.3,554
66919.27,1967
115580,6226
183690.3,1522
61515.36,1103
72239.3,462
164820,871
220113.3,497
82687.7,571
304454.4,1221
100529.4,397
60338.68,3449
36452.18,1580
293544.1,1186
132512.5,730
186622.3,3449
27792.65,3449
235037.5,1580
291152,2781
18456.22,2192
203143.8,3449
193731.8,368
8610.05,334
254546,2372
58892.07,247
108471.8,888
217893.8,1776
185876.3,1084
173757,1334
244238.2,3471
352446.5,1050
100780.4,593
311415.9,7254
227327.8,1309
253316.4,2785
21438.26,591
601071.9,2320
11686.53,154
204902.3,1113
84657.02,6579
441908.3,1981
32672.57,1149
134471.1,6753
183093.7,1309
682141.1,1191
53838.23,871
160250.2,1149
664238.9,1744
255136.7,2867
266201.7,110
48050.88,1149
217892.3,58
72660.34,497
228673.4,445
42928.89,622
141068.7,738
386571.6,154
111216.7,275
152543.5,1355
397992.3,1876
100295.4,1125
199899.6,4373
65166.79,567
321777.7,75
63584.1,12
102795.5,339
149394.8,1240
230650.3,148
279763.4,773
106712.5,1491
373449.8,526
91851.43,232
154030.8,1080
104199.6,605
102482.1,686
93581.22,526
108331.2,2955
85177.46,2155
66846.31,1853
79742.22,275
137889.5,1330
270330.2,1853
271918.2,2837
42328.51,154
60135.34,591
151069.5,733
156689.5,241
242826.8,2274
473447.5,1306
230561.6,2307
123745,956
75312.41,2837
150678,865
84054.64,1514
93253.9,1660
179268.1,205
571487.8,931
143670.8,4490
113364.1,1544
377160.8,166
365304.8,1276
185416.7,3773
195857.1,1405
65410.76,340
65453.36,3773
103388,1263
95184.81,3773
180038.8,3773
39655.35,3840
191957,462
61872.51,3773
261336,3471
293839.6,1125
11911.73,275
341645.8,271
122382.3,1161
120265.5,1986
119660.4,4064
80846.86,1322
10941.51,343
90720.93,1322
96859.53,800
86528.26,2740
84160.08,208
138077.8,3611
106845.9,1544
225678.4,800
210711.5,673
360036.3,285
108740.7,12007
162730.9,486
109856.2,896
240984.9,154
30746.19,83
180397.9,1960
144680.7,445
94588.18,1333
142523.8,333
150761.6,528
175146.3,1680
79349.67,134
82117.22,451
252273.8,2210
210255.9,414
104687.5,2753
90720.93,366
429910.8,1539
394885.3,1003
234126,800
119569.4,897
43900.48,731
31862.2,726
92780.23,331
231911.1,234
54798.61,800
219269.2,1986
180654.8,769
110218.9,1031
63698.73,352
491437.5,1208
97784.27,1384
497511.1,800
65326.91,348
819984.6,682
373924.6,800
317472.3,1096
56438.02,1929
330875.6,800
47378.92,2785
54169.21,2753
105605.5,1172
146948.7,526
352183.5,873
252435.8,382
84046.41,759
52707.93,3049
12175.73,1507
131856.8,1363
29692.41,569
81662.81,866
141880.5,1813
184481.2,380
6399.675,36
159568.8,1507
291909.6,1789
0,2955
63391.77,3773
551071.4,127
186017.3,2955
201318.2,4711
310026.6,884
177082.2,1551
38988.15,1573
110615.8,1780
176516.4,232
109356.6,312
236580.1,677
125117.3,1103
243776.7,750
538081,800
60589.14,2730
43736.85,296
67315.12,462
167531.2,2955
62590.48,323
149607.7,1509
193062.5,2955
193611.8,1480
41028.79,5396
139379.5,414
92168.44,79
241994.6,540
119569.4,973
124422.9,697
136524.9,1296
462557.2,1821
80134.41,314
16812.74,3049
117110.9,554
80134.41,2685
453048.9,1222
201814.9,435
79052.13,352
251199.8,1564
615666.1,1328
174507.2,2332
37422.7,859
103257.2,1769
164946.5,1539
726255.5,1429
96369.7,1136
168681.8,5515
196869.9,352
35957.43,569
156794.6,476
127541.8,463
152034.5,261
319149.3,1262
253340.2,1973
144583.8,1114
133804.9,528
484034.9,1162
217723.8,782
128846.5,354
90720.93,1113
425785.8,1031
152739.2,2307
543328.6,876
52718.54,2332
180299.3,385
204641.2,605
254896.3,1918
210845.6,58
8298.883,1802
177568,719
206326.4,1024
238968.7,1254
157982.8,368
137186.5,731
40750.03,1062
90149.66,1973
237857,1254
59856.59,263
356401.9,1286
72109.63,3840
90720.93,124
135903.7,1050
171444,1522
170159.6,1162
132819.8,2332
331546.4,5108
123965.9,404
127816.4,622
346238.4,385
449952.3,1575
76684.37,1109
144066.2,677
122058.3,1166
362839.7,559
90037.73,1136
74855.58,777
81192.17,1149
191790.5,759
201986.9,368
299165.7,1048
46659.27,528
42022.21,3049
7916.201,237
106570.7,108
458493,529
85850.16,1303
56941.54,1186
68493.52,577
316715,2535
237996.2,1289
113426.4,42
93837.99,275
140160.9,445
28636.23,1047
100565,731
390307.1,1375
290109.9,859
164954.2,1885
223877.4,320
238926.2,344
82758.32,380
130703,1299
137666.2,1114
111859.2,4370
83763.95,567
100291.7,2147
90928.26,644
128394.2,455
62005.12,2505
109795.8,3086
440706.8,1973
155902.4,3086
60887.46,3086
256921.4,3086
139323.8,3086
59440.13,3086
135925.9,3086
232055.2,2181
66013.06,1234
392187,485
114869.9,1660
262795.2,1940
130176.4,959
69949.37,2122
234388.8,10715
939778,143
136142.3,479
259719.7,749
137803.3,897
258009.7,2176
280427.8,216
216422.4,1014
85998.26,616
240486.2,980
202389.8,2302
194489.1,86
68627.48,2781
117522.5,2400
165902.2,726
74565.63,1792
146256.1,3049
181442.9,4757
108471.8,485
56310.33,1071
133742.9,207
67904.16,1454
120961.2,1468
123745,652
173070.5,1262
52619.3,1031
255248.3,873
222433.3,1357
167201.3,8467
128775.3,12223
44079.05,1149
225519.6,466
337711.1,1680
216877.6,1414
137320.3,1880
110825.1,247
218921.9,205
70620.68,1514
136724.7,2810
67631.53,1802
188829.7,730
149215.3,1564
83003.18,724
106281.3,1502
177368.2,396
77624.32,1929
39870.82,79
172285.7,1480
75913.41,51
243112.5,1443
123757.2,1392
130399.5,1352
277214.1,228
90149.66,1853
57592.8,1071
230787,2955
59917.91,1309
505542.4,1206
443246.4,387
102749.4,1265
179334.1,3009
2321.729,130
67052.14,13490
102904.5,2192
80200.02,818
34319.96,1096
174843.9,652
307496.7,4587
113525.5,1890
117407.6,696
39679.66,1040
652890.8,1608
179213.3,1004
116895.7,4711
92448.34,697
305762.2,1697
132547.8,462
27403.98,343
96786.72,528
352407.5,271
365363.1,1164
301257.3,110
114773,443
84350.39,1355
222080.3,981
501859,559
112291.8,884
87522.65,605
118487.1,1514
99341.78,17079
132346.7,1149
80105.88,3664
79349,1514
352082.6,915
157860.4,380
235532,339
132029.8,557
197376.4,2210
137930.5,846
180299.3,776
576910.9,279
202981.2,897
40319.03,296
166785,8467
208297.4,846
68526.91,737
62285.62,1007
104808.8,148
979281.9,479
447704.9,1039
273870.9,1390
55348.32,1114
13080.97,389
51285.99,2807
210859,713
268430.3,110
140754.4,3449
13831.47,296
106845.9,621
193302.1,783
486739.6,846
153957.5,1031
204509.4,474
177842.9,344
149504.5,1031
64392.5,85
226338.2,1502
163442.9,601
384981.8,4504
165435.5,526
273021.2,2867
314265.2,392
205519.9,3218
206493.7,1337
57000.38,694
33776.88,479
498457.6,699
52343.75,1050
137053.8,3094
169228.5,1022
188402.8,2372
94834.75,1940
239138.7,1919
209721.4,832
84160.08,1096
187270.6,877
98785.98,3094
77962.24,1853
36128.49,5108
51285.99,737
103323.5,1062
142712.1,2246
76784.68,1400
202806.4,1986
162914.9,4504
106845.9,2007
93375.33,957
138942.4,1660
57346.07,12
278694.8,6318
100881.6,247
253071.2,1365
209523.7,1805
125395.7,592
325348.4,1683
541772.9,6753
42328.51,208
69924.57,631
455673,1089
128923,6228
47304.6,543
501229.5,1118
45102.21,12
260207.8,3077
65898.17,1890
218784.5,382
140863.4,445
100736.2,1940
61297.98,726
71176.93,366
290458.8,1301
210359,619
153193,914
30951.12,1522
100136.7,333
149595.1,1022
191884.2,1425
134332.8,11093
135168.4,3990
578438.8,934
71887.75,1423
142230.4,1103
46861.68,301
138356.9,333
18163.05,1507
228602.4,593
110306.9,710
217890.5,2326
7780.159,296
420601.7,176
135381.6,2730
44851.76,1405
36467.02,1802
2729.312,154
510136,340
126714.6,340
261914.9,417
49803.65,778
485832.4,497
212668,4504
122594.5,5581
190087.8,56
344926.6,726
49327.68,79
111532.1,880
55463.2,164
61947.69,4072
202073,1940
87461.59,1061
120961.2,738
130780.4,1584
180299.3,7254
705605.9,1960
303002.8,1746
93400.85,2955
183294.8,2147
75566.37,461
81971.7,1039
161583.2,2181
954990.6,1039
91029.42,707
464192.3,1683
135200,599
30296.24,179
59617.23,1835
223611.2,5581
44195.18,1022
37083.34,2535
191084.2,994
154587.5,3421
51214.31,275
17497.22,1149
136319.7,896
346968.2,800
245114.1,796
364087.5,2331
634888.6,123
314391.1,723
378720.8,205
290561.7,2114
128237.9,2505
670125.2,1820
111468.1,948
174495.5,884
275636.9,1730
102308.3,392
108612.7,2171
67715.12,775
305761.2,4490
131492.3,1859
319962.6,716
365340.6,6318
249982,1149
2860.832,301
379324.8,947
129584.6,754
49498.01,1040
419379.5,251
149804.9,948
108103.7,1206
325004.9,1813
227935.8,929
292450.5,738
329041.9,1468
156521.7,339
123513.3,1808
72576.74,601
220919.1,773
155725.9,644
733893.4,124
65623.29,2776
247594.8,676
41522.76,389
178461.4,2605
325993.2,479
236974.2,141
178168.6,1802
106173.3,3152
207012.9,1907
271600.2,726
56030.98,7772
278044.8,1859
125509,3381
201472.3,291
102242.4,4504
475158.9,11127
454904.4,1024
66955.94,1751
132721.8,934
84657.02,655
64410.1,571
124076.7,689
563182.8,818
288045.8,44
370029,1796
62442.88,699
106742.5,1769
84181.7,1069
81536.88,79
157709.1,853
51113.56,3009
49703.22,719
504667.9,6599
87583.52,102
243713.5,567
182324.7,421
341800.9,1778
140541,3840
87480.73,148
79845.46,410
197957.8,148
161671,366
330834.5,783
121638.4,392
212735.3,1700
103204.8,2176
189493.2,1973
309857.7,2596
221191.6,1700
227252.4,2606
24623.17,2307
293689.5,1197
128213.9,907
78083.19,168
62067.59,775
583613.3,1968
108600.3,2666
235185.3,526
211244,1620
134520,2822
430178.9,1907
177966.6,466
65898.17,4587
112497.5,366
128394.9,79
287192.2,784
294147.4,2481
121928.6,1680
124032.1,1813
263394.8,289
112213.4,2727
160268.8,1069
135766.5,980
92853.42,1138
299278.5,2372
49704.5,1491
202880.9,769
140947.1,1355
224994.8,872
222433.3,343
181119.3,1309
44197.01,296
131699.5,801
261277,304
451808.5,387
172864.8,1744
3215.808,33
353478.8,90
379943.4,1334
105570.6,879
10544.82,334
46240.5,3609
398963.1,5127
106164.5,580
116661,1861
123684.1,410
127563,1157
279970.7,324
432141.7,291
333649.7,980
260496.8,1967
135826.9,5108
130867.6,3457
307660.1,981
240991.6,10275
65112.65,311
236024.2,323
32090.63,1660
627477.9,846
39298.82,5108
227532,341
233309.7,769
307586.6,166
61853.96,1244
101130.1,494
93352.2,925
0,1039
219196.3,2871
302961.9,676
54127.85,497
78158.45,2753
124145.6,4504
208072.7,1564
279912.3,674
152281.2,393
66129.66,775
294820,373
189170.6,1700
148867,436
0,102
125405.8,757
75920.92,1000
119579.7,1378
333199.3,1744
75446.05,1348
211143.3,155
432011,1279
28437.67,164
339957.5,1279
126288.4,6407
118371.7,526
65669.07,1548
80588.93,737
276406.1,730
564693.6,1410
286259.1,148
153630.4,102
134666.2,722
14187.59,591
121190.5,528
30647.53,12
18638.71,533
94861.48,3449
160268.8,68
191451.5,615
66333.48,1620
277321.1,980
26574.11,779
269629.8,1309
108.8338,22
150411.8,6527
320880.6,1417
407397.4,994
196872.2,470
153900.8,2895
433412.1,509
110534.6,796
302061.3,804
129098.9,631
92049.2,862
81205.06,644
423416.2,143
89638.66,605
80334.2,232
316164.8,373
353620.8,1384
77008.63,1243
72033.2,9498
35264.55,1859
102883,2007
123422.5,1548
77219.91,775
300877.3,275
498765.5,271
261325.5,775
530496.3,433
911393.2,1306
143188.5,1143
305714.6,2837
719757.3,143
125399.3,1660
227664.6,773
283331.7,474
104876.7,2367
124181.9,57
575932.2,2032
131511.2,301
191389.6,1289
223506.7,1776
48548.68,4064
154971.1,776
51677.92,154
89632.89,521
91778.7,654
54339.96,390
209384.8,486
11163.89,130
504489.5,1339
246608.3,462
230335.4,1096
380198.8,915
614934.1,488
106845.9,546
587483.9,399
179277.3,1776
115343.7,934
162006,139
87186.27,1004
82782.86,445
106281.3,567
114610.7,1364
64709.77,1384
283563.1,2846
256520.7,593
328797.2,1355
105968.4,800
65285.7,737
11515.21,1789
301126.1,952
154558.3,665
290327.2,599
212806.6,551
122499.9,2596
48688.59,591
126218.1,929
25253.7,2171
159059.5,3449
211499.8,688
56075.73,1118
152673.8,1130
95369.27,399
113279.7,654
9444.659,275
70962.74,863
252445.5,1180
85280.93,479
231767.2,1851
76034.3,433
299135.8,2867
69126.33,390
38217.88,2781
391821.5,6753
137338,2307
94032.91,1808
144629.1,124
109331.6,85
299976.3,1268
276147.6,700
76028.3,1063
225028.9,131
105306.6,889
111674,701
449075.4,1778
256501.8,497
101920.4,366
37827.57,214
105146.1,244
139951.5,496
479840.7,873
347894,1986
35653.99,763
87099.75,1994
252107.5,1683
6481.663,164
124049.6,72
177778.2,723
90835.15,1149
254254.4,560
528009,438
0,141
24045.66,50791
256444.8,244
25968.39,1806
33741.38,1047
3377.717,1047
343990.6,220
85883.78,3049
218439.6,2192
153337.9,516
161846.3,1380
128629.5,340
98892.89,459
433075.5,571
265843.9,1704
67848.73,2955
221107.7,1031
197808.9,54
229426.1,1221
183237.5,1206
206392.8,1986
35790.52,1982
171615.8,4504
49568.86,497
186664.5,652
148417.8,1981
145826.2,567
55319.73,334
86851.37,188
994996.8,486
89664.97,164
106845.9,1417
192538.9,1859
109399.2,463
713648.1,5064
116038.5,414
352380.1,1662
217389.3,1266
232151.3,512
297654.3,576
56262.06,455
157774.7,7149
22908.99,179
134012.4,628
661271.4,474
69988.9,546
225635.9,4504
305195.3,619
266397.5,931
109017.9,179
65441.79,1303
195549.4,673
832753.8,397
73597.31,752
216594.5,342
168942.4,4563
24901.37,884
382393.2,1279
121377.4,897
102251,337
61756.64,1648
0,575
99603.81,479
75023.36,1919
142681.9,895
123356,1143
44564.21,2781
269499,1383
400383.3,10932
219808,1083
144629.1,761
155892.3,410
402052.5,271
105768.2,436
48101.67,546
129809,1875
213762.6,1369
131099.4,509
117582.6,754
169323.8,2372
457371.9,783
25774.6,1885
623507.5,1206
178248.7,1149
95085.07,934
231076.9,601
122083.2,820
60830.42,455
318421.6,433
66992.95,389
181282.6,5108
188099.4,366
4190.891,1061
67414.89,3409
136283.9,521
51285.99,4587
528381.1,441
63837.23,724
114294.9,1683
529577,181
